Operation,Word,Frequency,Time Taken
Add,typical,20693008,7.099999999982121e-06
Add,churchs,70713,7.199999999984996e-06
Add,izturis,46366,7.399999999990747e-06
Add,lefkada,72936,7.499999999993623e-06
Add,yahkk,36074,7.499999999993623e-06
Add,astounded,305221,7.5999999999964984e-06
Add,mgl,182873,7.699999999999374e-06
Add,blyleven,41097,7.900000000005125e-06
Add,organisatie,90773,7.89999999997737e-06
Add,oneness,899615,8.200000000013752e-06
Add,brede,71130,8.200000000013752e-06
Add,inum,37311,8.199999999985996e-06
Add,pickoff,37577,8.499999999994623e-06
Add,centerpoint,206935,8.500000000022379e-06
Add,faires,87438,8.700000000000374e-06
Add,menke,82157,8.80000000000325e-06
Add,kioslaves,31190,8.900000000006125e-06
Add,davey,1204647,8.900000000006125e-06
Add,granules,844647,8.999999999981245e-06
Add,alink,60976,9.200000000014752e-06
Add,allel,39827,9.400000000020503e-06
Add,salior,42034,9.499999999995623e-06
Add,inputdevice,87419,9.499999999995623e-06
Add,cmk,76283,9.599999999998499e-06
Add,keyname,55229,9.799999999976494e-06
Add,ewer,85748,9.80000000000425e-06
Add,spitalfield,53939,9.89999999997937e-06
Add,railroads,1555995,1.0100000000012876e-05
Add,superhero,1383752,1.0100000000012876e-05
Add,guarino,89836,1.0399999999993748e-05
Add,adz,75029,1.0599999999999499e-05
Add,ariannol,73243,1.0600000000027254e-05
Add,uncivilized,95227,1.0699999999974619e-05
Add,preoperatively,65784,1.080000000000525e-05
Add,shoreland,90113,1.089999999998037e-05
Add,apha,331524,1.1099999999986121e-05
Add,philistine,126538,1.1000000000011001e-05
Add,woodchip,41100,1.1200000000016752e-05
Add,ancaster,150543,1.1300000000019628e-05
Add,dselect,141682,1.1499999999997623e-05
Add,clogging,389759,1.1999999999984245e-05
Add,perry,9785838,1.1600000000000499e-05
Add,marcle,58744,1.1700000000003374e-05
Add,crossgen,82277,1.1900000000009126e-05
Add,aurelio,127389,1.2199999999989997e-05
Add,pirro,97287,1.2200000000017752e-05
Add,offprints,53507,1.2200000000017752e-05
Add,mccrea,169239,1.2299999999992872e-05
Add,kishinev,52748,1.2499999999998623e-05
Add,bbl,653093,1.2499999999998623e-05
Add,shanklin,157954,1.280000000000725e-05
Add,antwort,315450,1.280000000000725e-05
Add,softballs,88249,1.2799999999979494e-05
Add,icrosoft,31575,1.289999999998237e-05
Add,titten,11158181,1.3000000000013001e-05
Add,infoseekcom,30994,1.3100000000015877e-05
Add,compos,82701,1.3200000000018752e-05
Add,guides,59094266,1.3299999999993872e-05
Add,deregulate,80106,1.3499999999999623e-05
Add,magnox,33209,1.3600000000002499e-05
Add,britny,134983,1.3900000000011126e-05
Add,threaded,9473827,1.3900000000011126e-05
Add,ledger,2840827,1.3999999999986246e-05
Add,ipswich,2158648,1.949999999997787e-05
Add,arrakis,49810,1.4299999999994872e-05
Add,anch,43115,1.4199999999991997e-05
Add,shaded,1811288,1.4399999999997748e-05
Add,wingless,125311,1.4500000000000624e-05
Add,luci,303728,1.4600000000003499e-05
Add,laminated,2183151,1.4600000000003499e-05
Add,wwwcibccom,30993,1.480000000000925e-05
Add,izzle,42420,1.4900000000012126e-05
Add,characterised,1308115,1.489999999998437e-05
Add,pichu,48160,1.5099999999990121e-05
Add,resynced,45252,1.5299999999995872e-05
Add,boneless,517668,1.5399999999998748e-05
Add,academica,32776,1.5399999999998748e-05
Add,ditional,124695,1.5599999999976744e-05
Add,rn,7150230,1.56000000000045e-05
Add,invests,959654,3.300000000000525e-05
Add,nck,45813,1.6000000000016e-05
Add,spoofer,34528,1.6100000000018877e-05
Add,schweppes,123754,1.6100000000018877e-05
Add,maladaptive,94070,1.6100000000018877e-05
Add,refrained,216096,1.6299999999996873e-05
Add,coolios,31466,1.66000000000055e-05
Add,homologene,1128983,1.6500000000002624e-05
Add,competetive,98285,1.66000000000055e-05
Add,samuelsson,74041,1.6799999999983495e-05
Add,storytime,360647,1.689999999998637e-05
Add,dishware,58819,1.7199999999994997e-05
Add,doxie,49093,1.709999999999212e-05
Add,nurserymen,44087,1.7199999999994997e-05
Add,dever,118724,1.7499999999975868e-05
Add,ufsd,65146,1.7299999999997873e-05
Add,crosswalks,159683,1.7599999999978744e-05
Add,clobetasol,57598,1.76000000000065e-05
Add,winfrey,678898,1.8000000000018e-05
Add,rikishi,55966,1.909999999999412e-05
Add,bridgette,342228,1.789999999998737e-05
Add,albums,24121031,1.809999999999312e-05
Add,hatters,291905,1.8299999999998873e-05
Add,gerstein,160649,1.940000000000275e-05
Add,hydroxylamine,46040,2.0799999999987495e-05
Add,laney,326778,1.869999999998262e-05
Add,eirp,114290,1.96000000000085e-05
Add,winline,94454,1.9000000000019e-05
Add,carolinas,528204,1.8900000000016126e-05
Add,cystatin,50844,1.8999999999991246e-05
Add,buget,45410,1.9100000000021877e-05
Add,bridalwear,56196,1.9199999999996997e-05
Add,teutonic,301907,1.940000000000275e-05
Add,azzura,41060,1.9500000000005624e-05
Add,grafx,81372,1.96000000000085e-05
Add,turnout,1821165,1.969999999998362e-05
Add,apostles,1673003,1.989999999998937e-05
Add,jefferey,31007,1.9999999999992246e-05
Add,carrot,1949964,1.9999999999992246e-05
Add,stickney,203592,2.0300000000000873e-05
Add,mcdougle,34233,2.040000000000375e-05
Add,oska,63299,2.0300000000000873e-05
Add,waifs,62596,2.0500000000006624e-05
Add,discoteca,49948,2.0500000000006624e-05
Add,annemarie,177371,2.0700000000012375e-05
Add,nunavat,35532,2.0799999999987495e-05
Add,fides,227901,2.089999999999037e-05
Add,nombres,120435,2.0999999999993246e-05
Add,cyl,1148854,2.0999999999993246e-05
Add,brougham,226155,2.1300000000001873e-05
Add,pdo,434492,2.1199999999998997e-05
Add,nonviolent,577599,2.7099999999974367e-05
Add,lanc,89539,2.1500000000007624e-05
Add,grunge,817754,2.16000000000105e-05
Add,bolas,43633,2.1799999999988495e-05
Add,rinconada,57709,2.1799999999988495e-05
Add,mydoom,147895,2.1999999999994246e-05
Add,airrover,34603,2.2199999999999998e-05
Add,houseguest,38419,2.1999999999994246e-05
Add,seno,103827,2.2099999999997122e-05
Add,hywel,87056,2.2399999999977993e-05
Add,telfer,122392,2.2500000000008624e-05
Add,atrpms,149558,2.2599999999983744e-05
Add,nesaf,80539,2.269999999998662e-05
Add,benning,329028,2.289999999999237e-05
Add,leukopenia,69913,2.289999999999237e-05
Add,debugged,150414,2.3299999999976118e-05
Add,mcateer,51392,2.3300000000003873e-05
Add,enol,43412,2.5299999999978118e-05
Add,numbing,308782,2.6200000000003998e-05
Add,informations,3044128,2.3300000000003873e-05
Add,alucard,82885,2.3799999999990495e-05
Add,crewdson,49307,2.389999999999337e-05
Add,randomly,3844381,2.4099999999999122e-05
Add,aguiar,96001,2.4099999999999122e-05
Add,dagney,44436,2.4200000000001998e-05
Add,ymweld,50988,2.4300000000004873e-05
Add,mumol,69283,2.440000000000775e-05
Add,commonest,188031,2.4399999999979993e-05
Add,showgrounds,63814,2.4300000000004873e-05
Add,egas,69178,2.4500000000010624e-05
Add,lonliness,47926,2.469999999998862e-05
Add,alannah,80119,2.6200000000003998e-05
Add,radeox,104318,2.489999999999437e-05
Add,wwwcibc,31000,2.5100000000000122e-05
Add,kutner,47119,2.5100000000000122e-05
Add,ipaa,36593,2.5300000000005873e-05
Add,retards,207517,2.540000000000875e-05
Add,hunsicker,31172,2.540000000000875e-05
Add,fareed,96611,2.56000000000145e-05
Add,popularity,15785972,2.5599999999986744e-05
Add,smithland,31138,2.5799999999992496e-05
Add,dolt,87178,2.9199999999979243e-05
Add,wwan,36905,2.5900000000023127e-05
Add,novex,39879,2.6100000000001122e-05
Add,novelli,79635,2.6399999999981993e-05
Add,myrtlewood,34615,2.6200000000003998e-05
Add,sciehce,43340,2.649999999998487e-05
Add,duvall,685739,2.6599999999987745e-05
Add,rices,94158,2.6599999999987745e-05
Add,chopper,2075817,2.689999999999637e-05
Add,fatality,831998,2.689999999999637e-05
Add,bioelements,73543,2.6700000000018376e-05
Add,semifinalist,61919,2.6700000000018376e-05
Add,hallow,140253,2.7200000000004998e-05
Add,stepan,214841,2.7599999999988745e-05
Add,gwybodaeth,390798,2.7300000000007874e-05
Add,dazu,215224,2.740000000001075e-05
Add,fiumicino,150596,2.76000000000165e-05
Add,gertz,154697,2.7700000000019376e-05
Add,bough,520067,2.940000000001275e-05
Add,linktooltipinfo,41149,2.7700000000019376e-05
Add,bodyglide,47445,2.8100000000003122e-05
Add,yunlin,31896,2.8300000000008874e-05
Add,denn,324313,2.8299999999981118e-05
Add,imbb,35870,2.8300000000008874e-05
Add,antiqua,1461276,2.86000000000175e-05
Add,unsuitable,1113908,2.8500000000014625e-05
Add,qfp,153372,2.8700000000020376e-05
Add,bayer,1825243,2.889999999999837e-05
Add,soap,12485378,2.889999999999837e-05
Add,ceroc,81480,2.9100000000004123e-05
Add,aultman,42741,2.9300000000009874e-05
Add,xxxiii,191081,2.9299999999982118e-05
Add,heidt,53883,2.940000000001275e-05
Add,llamadas,35655,2.9599999999990745e-05
Add,doral,377751,2.969999999999362e-05
Add,underground,16642137,3.200000000000425e-05
Add,holston,129030,3.0100000000005123e-05
Add,notifyall,557391,2.989999999999937e-05
Add,incident,13553458,3.0199999999980243e-05
Add,foreman,1845679,3.0200000000007998e-05
Add,mikli,47355,3.0300000000010874e-05
Add,workhorse,349383,3.0299999999983118e-05
Add,costs,101090970,3.049999999998887e-05
Add,prepzone,32643,3.0599999999991745e-05
Add,spamcop,1560492,3.0799999999997496e-05
Add,fuzhou,198342,3.0799999999997496e-05
Add,reportedby,50659,3.080000000002525e-05
Add,hunstanton,96128,3.0799999999997496e-05
Add,wwwkutegirls,31057,3.290000000000237e-05
Add,wohnung,104366,3.269999999999662e-05
Add,hvordan,57043,3.149999999998987e-05
Add,renga,46990,3.149999999998987e-05
Add,dulcinea,52801,3.169999999999562e-05
Add,paraplegia,144800,3.2599999999993745e-05
Add,combine,13139084,3.190000000000137e-05
Add,saludos,190563,3.190000000000137e-05
Add,scholtes,33892,3.210000000000712e-05
Add,tirades,70680,3.220000000001e-05
Add,waltzes,187505,3.2300000000012874e-05
Add,desiderio,48397,3.240000000001575e-05
Add,transferts,40739,3.3800000000000496e-05
Add,artemus,49156,3.290000000000237e-05
Add,paramus,328549,3.2799999999999496e-05
Add,marquees,260855,3.2799999999999496e-05
Add,condens,49831,3.310000000000812e-05
Add,justo,218839,3.309999999998037e-05
Add,englefield,39367,3.5399999999990994e-05
Add,clunker,35900,3.349999999999187e-05
Add,mesnil,43888,3.319999999998324e-05
Add,eccn,32445,3.319999999998324e-05
Add,talktalk,35378,3.369999999999762e-05
Add,roughneck,68263,3.3599999999994745e-05
Add,hickok,142194,3.3800000000000496e-05
Add,rattlescript,44526,3.3500000000019625e-05
Add,ejection,571826,3.400000000000625e-05
Add,ultimatetv,41138,3.3899999999975616e-05
Add,nesbit,198004,3.4200000000012e-05
Add,voorbeeld,66273,3.429999999998712e-05
Add,liftgate,77295,3.449999999999287e-05
Add,dariush,45133,3.4800000000001496e-05
Add,accessfull,31224,3.4500000000020625e-05
Add,abcdef,73841,3.4800000000001496e-05
Add,lafalce,38798,3.510000000001012e-05
Add,sanctifies,33293,3.490000000000437e-05
Add,tsvn,418794,3.499999999997949e-05
Add,huonville,32154,3.519999999998524e-05
Add,lebanon,12503316,3.549999999999387e-05
Add,hirings,41710,3.5599999999996745e-05
Add,christoffel,59373,3.5300000000015874e-05
Add,melamed,65473,3.5800000000002496e-05
Add,braley,49577,3.5800000000002496e-05
Add,ladbroke,92588,3.610000000001112e-05
Add,nineteenth,2727465,3.5800000000002496e-05
Add,lwlan,137047,3.610000000001112e-05
Add,mconstant,211558,3.609999999998337e-05
Add,hobbesian,41683,3.889999999998062e-05
Add,avar,59327,3.619999999998624e-05
Add,suicidality,53950,3.619999999998624e-05
Add,buyacar,33187,3.690000000000637e-05
Add,ticarcillin,32593,3.6500000000022625e-05
Add,sitwell,40630,3.710000000001212e-05
Add,knauer,45740,3.700000000000925e-05
Add,dollop,124336,3.870000000000262e-05
Add,elmina,33958,3.7300000000017874e-05
Add,hotchkiss,273312,3.7300000000017874e-05
Add,facialsamature,43376,4.070000000000462e-05
Add,cumslut,161936,3.789999999997962e-05
Add,intercollegiate,906352,3.729999999999012e-05
Add,membros,171724,3.800000000001025e-05
Add,seventy,2611424,3.8200000000016e-05
Add,svideo,77566,3.799999999998249e-05
Add,parvovirus,124342,3.809999999998537e-05
Add,investments,19015441,3.800000000001025e-05
Add,waushara,91021,3.849999999999687e-05
Add,sww,53315,3.810000000001312e-05
Add,untying,57440,3.890000000000837e-05
Add,littlerock,79760,4.2399999999997995e-05
Add,fisker,51609,3.890000000000837e-05
Add,ssp,1521575,3.8599999999999746e-05
Add,classique,349933,3.899999999998349e-05
Add,aromatherapists,37184,3.890000000000837e-05
Add,onvista,60362,3.98000000000065e-05
Add,hazeltine,63069,3.9399999999994995e-05
Add,quieren,61016,4.000000000001225e-05
Add,syllabication,68296,3.9200000000017e-05
Add,chronologically,820941,3.9199999999989243e-05
Add,displace,489049,3.98000000000065e-05
Add,briffa,40271,4.000000000001225e-05
Add,jeffree,69048,4.0199999999990244e-05
Add,topicals,68597,4.0200000000018e-05
Add,portscan,40166,4.0300000000020875e-05
Add,trend,15747018,4.0200000000018e-05
Add,yeild,33202,4.0300000000020875e-05
Add,bol,768207,4.0199999999990244e-05
Add,annealing,731899,4.070000000000462e-05
Add,westies,86841,4.1199999999991244e-05
Add,daegu,113526,4.079999999997974e-05
Add,analyst,16918240,4.1399999999996995e-05
Add,raco,69863,4.08000000000075e-05
Add,originator,1605760,4.1199999999991244e-05
Add,nigga,1198910,4.1199999999991244e-05
Add,drizzling,53824,4.1399999999996995e-05
Add,wod,140988,4.1200000000019e-05
Add,tij,63476,4.129999999999412e-05
Add,shirk,194196,4.2399999999997995e-05
Add,hepworth,142557,4.489999999998662e-05
Add,shawcross,59980,4.209999999998937e-05
Add,ucu,71225,4.199999999998649e-05
Add,clst,57902,4.209999999998937e-05
Add,garlington,38717,4.2399999999997995e-05
Add,backus,259595,4.2399999999997995e-05
Add,heterogenous,134845,4.2100000000017124e-05
Add,potosi,253055,4.279999999998174e-05
Add,coffeegeek,240341,4.270000000000662e-05
Add,virgenes,53124,4.629999999999912e-05
Add,aquel,34744,4.290000000001237e-05
Add,ircd,337113,4.28000000000095e-05
Add,bangalow,45663,4.3200000000021e-05
Add,mauritz,43776,4.350000000000187e-05
Add,pissen,142580,4.329999999999612e-05
Add,glycerides,33136,4.350000000000187e-05
Add,weare,191043,4.3600000000004746e-05
Add,superpotential,50820,4.3199999999993244e-05
Add,marseillaise,34728,4.3399999999998995e-05
Add,smartcard,328623,4.390000000001337e-05
Add,irrepressible,153844,4.3499999999974115e-05
Add,seekonk,174836,4.450000000000287e-05
Add,dbcodes,53465,4.4499999999975115e-05
Add,chus,30906,4.650000000000487e-05
Add,kusadasi,427004,4.459999999997799e-05
Add,wohlers,47443,4.499999999998949e-05
Add,nephews,662609,4.499999999998949e-05
Add,precharge,89549,4.48000000000115e-05
Add,economides,31662,4.500000000001725e-05
Add,amigas,130406,4.5200000000023e-05
Add,lyrics,92579731,4.5199999999995244e-05
Add,garn,99172,4.689999999998862e-05
Add,qci,43730,4.689999999998862e-05
Add,foxley,41142,4.570000000000962e-05
Add,rubicam,34425,4.6100000000021124e-05
Add,chaw,47638,4.570000000000962e-05
Add,harrigan,160752,4.590000000001537e-05
Add,ipass,288706,4.589999999998762e-05
Add,ehhh,46248,4.600000000001825e-05
Add,jarret,64390,4.6199999999996244e-05
Add,kiss,14790481,4.629999999999912e-05
Add,lasse,260145,4.6699999999982866e-05
Add,forefathers,349435,4.6199999999996244e-05
Add,carlon,51733,4.670000000001062e-05
Add,fargo,4046625,5.209999999999937e-05
Add,reheating,89510,4.690000000001637e-05
Add,paua,195844,4.670000000001062e-05
Add,arby,257101,4.689999999998862e-05
Add,filament,902120,4.7199999999997244e-05
Add,geneontology,66814,4.670000000001062e-05
Add,dsh,239582,4.709999999999437e-05
Add,downplays,85870,4.7400000000002995e-05
Add,erratically,110253,4.8400000000003995e-05
Add,acai,118659,4.979999999998874e-05
Add,humidity,8321426,4.799999999999249e-05
Add,gibberish,275266,4.779999999998674e-05
Add,apars,87038,4.799999999999249e-05
Add,doop,82224,4.789999999998962e-05
Add,largehearted,92571,4.779999999998674e-05
Add,amphibia,94456,4.830000000000112e-05
Add,gittins,42951,4.8600000000009747e-05
Add,wwwradioshack,30988,4.799999999999249e-05
Add,evangelizing,92733,4.9199999999999244e-05
Add,uintah,126124,4.88000000000155e-05
Add,cerner,135038,4.88000000000155e-05
Add,brasileiras,209159,4.870000000001262e-05
Add,musicke,99147,4.950000000000787e-05
Add,archeologists,141174,4.8699999999984867e-05
Add,korncom,31015,4.959999999998299e-05
Add,gadsden,581429,4.999999999999449e-05
Add,mtsu,165667,4.959999999998299e-05
Add,spinning,4427224,4.970000000001362e-05
Add,ohne,1511131,6.320000000001325e-05
Add,laidler,32492,5.070000000001462e-05
Add,psaps,41140,5.3200000000003245e-05
Add,metropol,140017,7.619999999999849e-05
Add,saveset,86133,5.139999999997924e-05
Add,chihuahuas,157832,5.039999999997824e-05
Add,qrio,42271,5.0200000000000244e-05
Add,bigger,13152228,5.069999999998687e-05
Add,lotsa,246642,5.08000000000175e-05
Add,abdicate,124123,5.099999999999549e-05
Add,premisses,42193,5.089999999999262e-05
Add,timberlake,1374196,5.130000000000412e-05
Add,gloaming,34518,5.1400000000006996e-05
Add,ivil,49776,5.1200000000001245e-05
Add,curbs,478423,5.1400000000006996e-05
Add,rackable,35657,5.159999999998499e-05
Add,unflinching,155681,5.1200000000001245e-05
Add,pajama,696776,5.169999999998787e-05
Add,arnhem,366578,6.079999999999974e-05
Add,djinn,187307,6.719999999998949e-05
Add,bradner,180528,5.3200000000003245e-05
Add,interjecting,47760,5.9000000000003494e-05
Add,modelica,36455,5.3400000000008996e-05
Add,audix,128290,5.5200000000005245e-05
Add,hepa,982225,5.209999999999937e-05
Add,elementry,33877,5.250000000001087e-05
Add,prognostics,34052,5.2200000000002245e-05
Add,studley,127257,5.2999999999997494e-05
Add,weld,1883322,5.269999999998887e-05
Add,danielsson,64366,5.259999999998599e-05
Add,outsider,1160162,5.310000000000037e-05
Add,newfield,203209,5.310000000000037e-05
Add,plattner,53490,5.330000000000612e-05
Add,psgml,88593,5.3299999999978365e-05
Add,evey,70307,5.3200000000003245e-05
Add,tioned,150545,5.350000000001187e-05
Add,kexi,84722,5.3400000000008996e-05
Add,jhc,62246,5.3200000000003245e-05
Add,pois,151967,5.360000000001475e-05
Add,alberta,15407660,5.4200000000004245e-05
Add,satcher,58692,6.249999999999312e-05
Add,umdnj,162536,5.419999999997649e-05
Add,smartscan,36154,5.4200000000004245e-05
Add,gaffer,170229,5.4299999999979365e-05
Add,laren,88152,5.4400000000009996e-05
Add,farang,61587,5.450000000001287e-05
Add,sutras,189060,5.460000000001575e-05
Add,tarkovsky,73626,5.460000000001575e-05
Add,kfjc,53065,5.470000000001862e-05
Add,eder,266536,5.479999999999374e-05
Add,gruver,76685,5.510000000000237e-05
Add,iipa,37227,5.4999999999999494e-05
Add,brimmer,44194,5.559999999998899e-05
Add,mailinglists,128788,5.569999999999187e-05
Add,goyim,39630,5.579999999999474e-05
Add,igbp,70640,5.559999999998899e-05
Add,exemplary,1791669,5.9499999999990116e-05
Add,anglosphere,41419,6.089999999997486e-05
Add,jiri,391074,5.630000000000912e-05
Add,burgers,1682693,5.660000000001775e-05
Add,enslaved,511814,5.660000000001775e-05
Add,lynchet,201871,5.68000000000235e-05
Add,octel,48390,5.650000000001487e-05
Add,kirshner,99516,5.679999999999574e-05
Add,calpine,163894,5.7200000000007245e-05
Add,labtec,528817,5.689999999999862e-05
Add,peda,62226,5.669999999999287e-05
Add,adelheid,36585,5.7200000000007245e-05
Add,dbms,625399,5.7000000000001494e-05
Add,ecorse,54391,5.739999999998524e-05
Add,remains,25560925,5.759999999999099e-05
Add,bizsite,34066,5.789999999999962e-05
Add,swazi,150686,5.779999999999674e-05
Add,hight,281662,5.990000000000162e-05
Add,rabinowitz,204687,5.9400000000014996e-05
Add,exts,54721,6.139999999998924e-05
Add,snappers,114084,5.830000000001112e-05
Add,popos,51006,5.8299999999983365e-05
Add,mortuaries,86670,5.810000000000537e-05
Add,formularies,81303,5.810000000000537e-05
Add,ugz,69855,5.810000000000537e-05
Add,tres,1960559,5.850000000001687e-05
Add,sudie,37287,5.869999999999487e-05
Add,synoo,82886,5.890000000000062e-05
Add,clorius,53202,5.919999999998149e-05
Add,tvad,47921,5.879999999999774e-05
Add,crossgates,37407,5.890000000000062e-05
Add,fishwrap,42475,5.959999999999299e-05
Add,rurutse,35126,6.0000000000004494e-05
Add,cypionate,56804,5.939999999998724e-05
Add,adeno,84180,5.969999999999587e-05
Add,ferien,109066,8.869999999999711e-05
Add,jailhouse,276734,6.0499999999991116e-05
Add,wyth,33761,6.0000000000004494e-05
Add,overbeck,46148,6.0200000000010245e-05
Add,cholis,39076,6.069999999999687e-05
Add,joel,9814525,6.0200000000010245e-05
Add,lonny,83885,6.030000000001312e-05
Add,calfed,132560,6.050000000001887e-05
Add,heptane,69599,6.1000000000005494e-05
Add,sanguinea,33354,6.069999999999687e-05
Add,vantis,37203,6.090000000000262e-05
Add,predominance,274504,6.0200000000010245e-05
Add,calogero,60712,6.1000000000005494e-05
Add,gurkha,101149,6.119999999998349e-05
Add,ecac,398831,6.1000000000005494e-05
Add,swollen,1452350,6.190000000000362e-05
Add,ffrengig,54378,6.889999999998286e-05
Add,brandee,121581,6.210000000000937e-05
Add,thinks,10035159,6.180000000000074e-05
Add,atchison,447583,6.190000000000362e-05
Add,misery,2464795,6.20000000000065e-05
Add,beck,4290667,6.180000000000074e-05
Add,poggi,50729,6.220000000001225e-05
Add,edler,60991,6.220000000001225e-05
Add,jimbo,388096,6.229999999998737e-05
Add,neesgrid,68746,6.259999999999599e-05
Add,sounded,3072513,6.290000000000462e-05
Add,firebolt,35661,6.280000000000174e-05
Add,indifferent,1162837,6.220000000001225e-05
Add,yame,42398,6.290000000000462e-05
Add,nfrc,69692,6.30000000000075e-05
Add,msfs,48114,6.480000000000374e-05
Add,maihof,85601,6.820000000001825e-05
Add,echinococcus,31686,6.30000000000075e-05
Add,aclocal,173678,6.390000000000562e-05
Add,ttavel,35847,6.380000000000274e-05
Add,ntpc,57204,6.359999999999699e-05
Add,wane,308932,6.370000000002762e-05
Add,noland,198246,6.390000000000562e-05
Add,feigned,154380,6.419999999998649e-05
Add,stableford,93005,6.369999999999987e-05
Add,ishs,57791,6.410000000001137e-05
Add,trast,70255,6.410000000001137e-05
Add,gallant,841095,6.470000000000087e-05
Add,comparitive,44479,6.390000000000562e-05
Add,plosive,55409,6.50000000000095e-05
Add,tarkett,63766,6.909999999998861e-05
Add,dhf,62932,6.699999999998374e-05
Add,railey,31233,6.549999999999612e-05
Add,sias,91964,6.509999999998461e-05
Add,kobuk,57101,6.519999999998749e-05
Add,tv,159603914,6.449999999999512e-05
Add,mcguirk,44528,6.580000000000474e-05
Add,convent,872700,6.60000000000105e-05
Add,mikkelson,46128,6.549999999999612e-05
Add,gamerhelp,251992,6.5400000000021e-05
Add,subforums,174229,6.549999999999612e-05
Add,mineola,271970,6.619999999998849e-05
Add,formalwear,158158,6.570000000000187e-05
Add,aban,54958,6.60000000000105e-05
Add,weimaraner,261158,6.60000000000105e-05
Add,notaires,43001,7.009999999998962e-05
Add,decimating,45589,6.619999999998849e-05
Add,abuso,64661,6.980000000000874e-05
Add,wetline,31804,6.729999999999237e-05
Add,episcopate,68571,6.670000000000287e-05
Add,transmembrane,927352,6.629999999999137e-05
Add,markowski,40451,6.819999999999049e-05
Add,hustings,50938,6.729999999999237e-05
Add,pwo,35538,6.670000000000287e-05
Add,moneyorder,34969,6.720000000001725e-05
Add,atardecer,31499,6.730000000002012e-05
Add,poctures,55163,6.780000000000674e-05
Add,alarming,1245253,6.779999999997899e-05
Add,urgence,68160,6.819999999999049e-05
Add,tash,205704,6.770000000000387e-05
Add,lgrics,75444,7.170000000000787e-05
Add,porsches,56179,7.079999999998199e-05
Add,onlein,35426,6.860000000000199e-05
Add,isaf,286163,6.839999999999624e-05
Add,aminet,39820,6.860000000000199e-05
Add,collegues,70429,6.829999999999337e-05
Add,bloxom,35503,6.880000000000774e-05
Add,ticknor,66583,6.929999999999437e-05
Add,hee,1926997,6.849999999999912e-05
Add,poisson,1300878,6.939999999999724e-05
Add,jhr,40697,6.860000000000199e-05
Add,debitel,61367,6.960000000000299e-05
Add,compact,25317344,7.029999999999537e-05
Add,leath,96039,6.989999999998386e-05
Add,techencyclopedia,99992,7.250000000000312e-05
Add,mongol,314643,7.240000000000024e-05
Add,nataly,35580,6.999999999998674e-05
Add,hypnosis,2582627,7.019999999999249e-05
Add,bowling,9997649,7.060000000000399e-05
Add,jossey,467347,7.050000000000112e-05
Add,geographically,1842958,6.950000000000012e-05
